2019-10-02 20:56:46,847: 's'
2019-10-02 20:56:47,047: 'e'
2019-10-02 20:56:47,270: 'a'
2019-10-02 20:56:47,518: 'r'
2019-10-02 20:56:47,791: 'c'
2019-10-02 20:56:48,143: 'h'
2019-10-02 20:56:48,286: 'i'
2019-10-02 20:56:48,518: 'n'
2019-10-02 20:56:48,719: 'g'
2019-10-02 20:56:52,614: Key.enter
2019-10-02 20:56:56,893: Key.backspace
2019-10-02 20:56:57,054: Key.backspace
2019-10-02 20:56:57,207: Key.backspace
2019-10-02 20:56:57,356: Key.backspace
2019-10-02 20:56:57,506: Key.backspace
2019-10-02 20:56:57,657: Key.backspace
2019-10-02 20:56:57,814: Key.backspace
2019-10-02 20:56:58,122: Key.backspace
2019-10-02 20:56:58,542: Key.backspace
2019-10-02 20:56:59,791: 'j'
2019-10-02 20:56:59,967: 'u'
2019-10-02 20:57:00,134: 's'
2019-10-02 20:57:00,447: 't'
2019-10-02 20:57:00,731: Key.space
2019-10-02 20:57:00,918: 't'
2019-10-02 20:57:01,072: 'o'
2019-10-02 20:57:01,319: Key.space
2019-10-02 20:57:01,707: 's'
2019-10-02 20:57:01,983: 'e'
2019-10-02 20:57:02,126: 'e'
2019-10-02 20:57:02,353: Key.space
2019-10-02 20:57:02,502: 'w'
2019-10-02 20:57:02,704: 'h'
2019-10-02 20:57:02,814: 'a'
2019-10-02 20:57:03,128: 't'
2019-10-02 20:57:03,311: Key.space
2019-10-02 20:57:03,535: 'i'
2019-10-02 20:57:03,723: 's'
2019-10-02 20:57:03,887: Key.space
2019-10-02 20:57:04,040: 'c'
2019-10-02 20:57:04,769: 'a'
2019-10-02 20:57:05,214: 'u'
2019-10-02 20:57:05,520: 'g'
2019-10-02 20:57:05,722: 'h'
2019-10-02 20:57:05,935: 't'
2019-10-02 20:57:06,166: Key.space
2019-10-02 20:57:06,497: 'b'
2019-10-02 20:57:06,799: 'y'
2019-10-02 20:57:07,063: Key.space
2019-10-02 20:57:07,279: 'm'
2019-10-02 20:57:07,502: 'y'
2019-10-02 20:57:07,704: Key.space
2019-10-02 20:57:08,855: 'k'
2019-10-02 20:57:09,039: 'e'
2019-10-02 20:57:09,310: 'y'
2019-10-02 20:57:09,950: 'l'
2019-10-02 20:57:10,218: 'o'
2019-10-02 20:57:10,720: 'g'
2019-10-02 20:57:10,878: 'g'
2019-10-02 20:57:11,078: 'e'
2019-10-02 20:57:11,262: 'r'
2019-10-02 20:57:12,071: Key.enter
2019-10-02 20:57:26,487: Key.ctrl_l
2019-10-02 20:57:26,986: Key.ctrl_l
2019-10-02 20:57:27,020: Key.ctrl_l
2019-10-02 20:57:27,038: 'c'
2019-10-02 20:57:28,206: Key.ctrl_l
2019-10-02 20:57:28,706: Key.ctrl_l
2019-10-02 20:57:28,734: 'v'
2019-10-02 20:58:36,703: 'a'
2019-10-02 20:58:36,895: Key.space
2019-10-02 20:58:37,127: 'n'
2019-10-02 20:58:37,312: 'e'
2019-10-02 20:58:37,375: 'w'
2019-10-02 20:58:37,607: Key.space
2019-10-02 20:58:37,927: 'r'
2019-10-02 20:58:38,231: 'u'
2019-10-02 20:58:38,502: 'n'
2019-10-02 20:58:38,742: Key.space
2019-10-02 20:58:39,047: 't'
2019-10-02 20:58:39,206: 'o'
2019-10-02 20:58:39,406: Key.space
2019-10-02 20:58:39,719: 's'
2019-10-02 20:58:39,983: 'e'
2019-10-02 20:58:40,127: 'e'
2019-10-02 20:58:40,319: Key.space
2019-10-02 20:58:40,463: 'w'
2019-10-02 20:58:40,663: 'h'
2019-10-02 20:58:40,734: 'a'
2019-10-02 20:58:40,990: 't'
2019-10-02 20:58:41,175: Key.space
2019-10-02 20:58:41,486: 'i'
2019-10-02 20:58:41,711: 's'
2019-10-02 20:58:42,607: Key.space
2019-10-02 20:58:42,871: 'n'
2019-10-02 20:58:43,062: 'e'
2019-10-02 20:58:43,214: 'w'
